case_id,family,stratum,nbar_band,theta_id,is_null,source_set,cell_id,level_id,index,nbar,n,delta_tilde,scale,amplitude
dv3-C-lgcp-1050298,lgcp,weak,"[400,800)",ladder:lgcp:c1:l5,0,ladder,1,5,1050298,500.0,567,1.0886541783257462,1.0,0.20737262604008436
dv3-C-lgcp-1060001,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060001,500.0,456,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060003,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060003,500.0,529,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060006,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060006,500.0,481,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060009,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060009,500.0,489,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060011,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060011,500.0,542,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060016,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060016,500.0,504,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060017,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060017,500.0,552,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060021,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060021,500.0,537,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060023,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060023,500.0,491,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060024,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060024,500.0,502,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060028,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060028,500.0,486,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060029,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060029,500.0,499,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060031,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060031,500.0,491,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060034,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060034,500.0,486,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060047,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060047,500.0,524,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060049,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060049,500.0,430,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060055,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060055,500.0,444,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060056,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060056,500.0,437,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060067,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060067,500.0,530,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060076,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060076,500.0,495,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060085,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060085,500.0,533,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060093,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060093,500.0,506,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060094,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060094,500.0,498,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060097,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060097,500.0,487,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060098,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060098,500.0,481,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060100,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060100,500.0,488,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060101,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060101,500.0,491,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060110,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060110,500.0,568,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060114,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060114,500.0,530,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060115,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060115,500.0,481,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060117,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060117,500.0,461,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060121,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060121,500.0,471,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060122,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060122,500.0,518,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060130,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060130,500.0,543,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060133,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060133,500.0,491,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060134,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060134,500.0,531,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060139,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060139,500.0,477,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060141,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060141,500.0,521,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060146,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060146,500.0,518,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060161,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060161,500.0,546,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060176,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060176,500.0,504,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060178,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060178,500.0,591,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060180,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060180,500.0,535,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060182,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060182,500.0,509,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060184,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060184,500.0,486,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060185,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060185,500.0,551,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060187,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060187,500.0,443,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060190,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060190,500.0,467,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060205,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060205,500.0,523,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060207,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060207,500.0,511,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060214,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060214,500.0,537,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060222,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060222,500.0,487,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060224,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060224,500.0,516,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060226,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060226,500.0,447,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060227,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060227,500.0,447,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060230,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060230,500.0,516,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060234,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060234,500.0,504,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060237,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060237,500.0,554,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060238,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060238,500.0,516,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060249,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060249,500.0,531,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060251,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060251,500.0,508,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060253,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060253,500.0,434,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060266,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060266,500.0,554,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060267,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060267,500.0,494,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060269,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060269,500.0,542,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060271,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060271,500.0,484,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060276,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060276,500.0,561,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060277,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060277,500.0,506,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060282,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060282,500.0,534,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060283,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060283,500.0,476,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060284,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060284,500.0,533,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060286,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060286,500.0,517,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060288,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060288,500.0,458,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060292,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060292,500.0,478,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1060295,lgcp,weak,"[400,800)",ladder:lgcp:c1:l6,0,ladder,1,6,1060295,500.0,552,1.3411465006769399,1.0,0.2539479357393831
dv3-C-lgcp-1070000,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070000,500.0,482,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070001,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070001,500.0,446,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070003,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070003,500.0,491,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070012,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070012,500.0,473,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070014,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070014,500.0,492,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070026,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070026,500.0,522,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070031,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070031,500.0,521,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070032,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070032,500.0,479,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070039,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070039,500.0,523,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070042,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070042,500.0,467,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070053,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070053,500.0,465,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070054,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070054,500.0,473,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070055,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070055,500.0,554,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070057,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070057,500.0,556,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070063,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070063,500.0,514,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070065,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070065,500.0,525,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070073,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070073,500.0,532,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070074,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070074,500.0,501,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070085,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070085,500.0,505,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070087,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070087,500.0,485,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070088,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070088,500.0,490,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070090,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070090,500.0,509,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070091,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070091,500.0,454,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070096,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070096,500.0,516,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070112,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070112,500.0,513,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070114,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070114,500.0,456,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070117,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070117,500.0,577,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070118,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070118,500.0,499,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070119,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070119,500.0,497,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070126,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070126,500.0,526,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070143,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070143,500.0,432,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070149,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070149,500.0,487,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070150,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070150,500.0,443,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070155,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070155,500.0,519,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070163,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070163,500.0,496,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070169,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070169,500.0,509,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070171,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070171,500.0,470,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070172,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070172,500.0,554,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070173,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070173,500.0,547,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070174,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070174,500.0,487,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070175,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070175,500.0,457,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070177,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070177,500.0,544,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070179,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070179,500.0,450,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070180,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070180,500.0,539,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070193,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070193,500.0,519,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070198,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070198,500.0,541,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070200,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070200,500.0,488,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070202,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070202,500.0,547,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070203,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070203,500.0,552,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070204,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070204,500.0,473,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070210,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070210,500.0,434,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070217,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070217,500.0,462,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070219,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070219,500.0,487,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070221,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070221,500.0,525,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070222,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070222,500.0,486,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070225,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070225,500.0,476,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070231,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070231,500.0,463,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070242,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070242,500.0,484,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070244,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070244,500.0,474,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070256,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070256,500.0,510,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070265,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070265,500.0,465,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070266,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070266,500.0,517,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070267,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070267,500.0,459,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070273,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070273,500.0,550,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070274,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070274,500.0,510,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070276,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070276,500.0,529,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070285,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070285,500.0,528,1.6545858442616974,1.0,0.3109839292570287
dv3-C-lgcp-1070288,lgcp,weak,"[400,800)",ladder:lgcp:c1:l7,0,ladder,1,7,1070288,500.0,488,1.6545858442616974,1.0,0.3109839292570287
dv3-A-matern2-000006,matern2,below,"[200,400)",prior:matern2:i6,0,prior,-1,-1,6,255.08204801419058,261,0.2907029699757056,0.08379787484756854,0.08379787484756854
dv3-A-matern2-000031,matern2,below,"[100,200)",prior:matern2:i31,0,prior,-1,-1,31,147.47567913272084,142,0.41479205771584143,0.10099656252899694,0.10099656252899694
dv3-A-matern2-000034,matern2,below,"[400,800)",prior:matern2:i34,0,prior,-1,-1,34,472.099531382045,476,0.9709025214705522,0.14773510741839643,0.14773510741839643
dv3-A-matern2-000035,matern2,below,"[200,400)",prior:matern2:i35,0,prior,-1,-1,35,297.19641080936236,295,0.2733329872371944,0.08171283055292021,0.08171283055292021
dv3-A-matern2-000039,matern2,below,"[200,400)",prior:matern2:i39,0,prior,-1,-1,39,345.61449909156397,327,0.1088507748340199,0.052795507010313915,0.052795507010313915
dv3-A-matern2-000041,matern2,below,"[200,400)",prior:matern2:i41,0,prior,-1,-1,41,268.0010743823728,266,0.34221295190411954,0.09036801143173871,0.09036801143173871
dv3-A-matern2-000045,matern2,below,"[400,800)",prior:matern2:i45,0,prior,-1,-1,45,428.8531673155821,413,0.2838929195910932,0.08381027440158889,0.08381027440158889
dv3-A-matern2-000050,matern2,below,"[100,200)",prior:matern2:i50,0,prior,-1,-1,50,127.87100316847513,122,0.12497285052926795,0.06123719006541428,0.06123719006541428
dv3-A-matern2-000053,matern2,below,"[100,200)",prior:matern2:i53,0,prior,-1,-1,53,165.84327992975375,175,0.17882326168647905,0.06946740349707335,0.06946740349707335
dv3-A-matern2-000054,matern2,below,"[400,800)",prior:matern2:i54,0,prior,-1,-1,54,430.08595878934005,414,0.18305512922395217,0.0677602073970575,0.0677602073970575
dv3-A-matern2-000056,matern2,below,"[400,800)",prior:matern2:i56,0,prior,-1,-1,56,723.5457039966599,719,0.34571191601703993,0.09247604624970174,0.09247604624970174
dv3-A-matern2-000060,matern2,below,"[200,400)",prior:matern2:i60,0,prior,-1,-1,60,220.4218013104808,238,0.16120778561093826,0.0641422933336635,0.0641422933336635
dv3-A-matern2-000068,matern2,below,"[200,400)",prior:matern2:i68,0,prior,-1,-1,68,200.43313504036723,210,0.16928202125379618,0.0661441709278259,0.0661441709278259
dv3-A-matern2-000069,matern2,below,"[100,200)",prior:matern2:i69,0,prior,-1,-1,69,108.29082214037682,112,0.11683788503604103,0.059892188903867216,0.059892188903867216
dv3-A-matern2-000077,matern2,below,"[200,400)",prior:matern2:i77,0,prior,-1,-1,77,230.25343233366948,226,0.24631502874326716,0.0779622627271951,0.0779622627271951
dv3-A-matern2-000082,matern2,below,"[100,200)",prior:matern2:i82,0,prior,-1,-1,82,101.48714319231243,97,0.09525659136768297,0.054678607954527864,0.054678607954527864
