task,group,features,variant,target,metric,family,nbar_bin,delta_bin,n_thetas,estimate,lo,hi,seed_sd,reference,n_seeds
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,,0.34739534644393744,123,0.11197835182248335,0.09536778987071476,0.12964111224050132,0.0033010269638636073,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,,0.34739534644393744,123,0.061650972441327334,0.056044326087044335,0.06730042408261369,0.0008634895465561557,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,,0.34739534644393744,123,0.09038803482718595,0.08095692538291786,0.10109315621333069,0.0020702371264599965,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,,0.34739534644393744,123,0.3415559672174721,0.29306029416469825,0.38792090747626284,0.024168625343022016,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,75.0,0.34739534644393744,46,0.10391470698744788,0.08322784233300921,0.1275107512103261,0.005946825626945904,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,75.0,0.34739534644393744,46,0.06088215957689533,0.04943928717756453,0.07206038031492362,0.0017818774721944024,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,75.0,0.34739534644393744,46,0.08516132832170274,0.07255350823618946,0.10055841089836402,0.0036897575874665434,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,75.0,0.34739534644393744,46,0.3416606520091277,0.2725813002395441,0.41918267128315484,0.023019133367272095,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,174.82976642952164,0.34739534644393744,44,0.11021940738336024,0.07737294702779891,0.13844146423891157,0.0030230944481274193,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,174.82976642952164,0.34739534644393744,44,0.06012703777749834,0.05161504136156033,0.06862912230356429,0.0010757473585347648,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,174.82976642952164,0.34739534644393744,44,0.08877944141476628,0.06957103601560877,0.10707876741213676,0.00177109512558399,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,174.82976642952164,0.34739534644393744,44,0.36461434025582196,0.2907628915256986,0.4449327772574878,0.03315445140766226,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,407.53929639734827,0.34739534644393744,33,0.12444657784618685,0.08975799662884311,0.16062614290021748,0.001990973147859295,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,407.53929639734827,0.34739534644393744,33,0.06464983247357974,0.05418996412943421,0.07373617439016059,0.0013021031496249181,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,407.53929639734827,0.34739534644393744,33,0.09916287505031551,0.07799207626238618,0.12211382048835497,0.001407591374402832,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,407.53929639734827,0.34739534644393744,33,0.3106655455779706,0.21470174197414674,0.4025172490590688,0.018227483105351248,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,,0.6628908034679977,214,0.13563046566164141,0.12076562559911895,0.1492999165223438,0.0029249051749414374,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,,0.6628908034679977,214,0.06316524424722383,0.05758714107524994,0.06863728744796033,0.0008554846301734481,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,,0.6628908034679977,214,0.10579572603939427,0.09694633912888936,0.11502919562964749,0.0018903684037468573,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,,0.6628908034679977,214,0.34571354897528667,0.3123250390131028,0.383361514664899,0.021553988801544213,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,75.0,0.6628908034679977,71,0.1514477544824712,0.12456335145780809,0.1789803146378364,0.00453547465415283,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,75.0,0.6628908034679977,71,0.06060496190628475,0.05173868904133857,0.06971832395970423,0.0009960318410239103,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,75.0,0.6628908034679977,71,0.11534596600108106,0.09857633257025183,0.13425748717431632,0.0029416691284528933,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,75.0,0.6628908034679977,71,0.34838663974902695,0.2902628725527383,0.4093190378627159,0.01940719020004606,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,174.82976642952164,0.6628908034679977,66,0.12582825919571933,0.101082228392939,0.14743785518033234,0.002279053539669279,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,174.82976642952164,0.6628908034679977,66,0.06579942099264266,0.05609350602582124,0.07682208760352592,0.0019193248108562756,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,174.82976642952164,0.6628908034679977,66,0.10040496654845353,0.08579124262904399,0.11502500407873192,0.0012554779762899858,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,174.82976642952164,0.6628908034679977,66,0.34080093150416174,0.2785319825453835,0.39934991377222506,0.021867795227833442,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,407.53929639734827,0.6628908034679977,77,0.12808356791855913,0.10664539405894773,0.1487153726050711,0.0036926359341341777,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,407.53929639734827,0.6628908034679977,77,0.06317323310721305,0.05431751444967874,0.0735033940641744,0.0009374105706713264,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,407.53929639734827,0.6628908034679977,77,0.10098578551451295,0.08720996827853038,0.11444040200521921,0.0023787611350161706,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,407.53929639734827,0.6628908034679977,77,0.3474595659643604,0.2887685922612521,0.4062825961162702,0.026806480622660923,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,,1.264911064067352,318,0.13109909197374509,0.11864679564368336,0.14454123080347406,0.00156594365549983,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,,1.264911064067352,318,0.06445814197414416,0.06031641869401591,0.06851166866057684,0.0008038372437928592,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,,1.264911064067352,318,0.10330010644500662,0.09486565682046412,0.11162463827990145,0.0011652400426179627,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,,1.264911064067352,318,0.32937502953428494,0.30254601498681166,0.35537449269183785,0.01890499516279413,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,75.0,1.264911064067352,121,0.12631621526793602,0.11018524100235726,0.14268548849174859,0.0021421828884437724,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,75.0,1.264911064067352,121,0.06317217530959626,0.0566351368677284,0.06898865489249272,0.0012451739646247035,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,75.0,1.264911064067352,121,0.09986618540066983,0.08923701976535073,0.11128841237809062,0.0016196048180164946,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,75.0,1.264911064067352,121,0.33642009894253677,0.294912878516405,0.38158864276607457,0.020686430275973923,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,174.82976642952164,1.264911064067352,107,0.13247214720523418,0.1106142426409475,0.15631710415985475,0.0030038489762950066,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,174.82976642952164,1.264911064067352,107,0.06160430287667677,0.05530746594086225,0.06774077841478827,0.000775814647632385,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,174.82976642952164,1.264911064067352,107,0.10330527556249622,0.08968810249118019,0.11834738165366528,0.0020348955018629684,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,174.82976642952164,1.264911064067352,107,0.34981293833404487,0.30243635569132865,0.39774718793786096,0.020732927766725893,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,407.53929639734827,1.264911064067352,90,0.13569073772492557,0.10639543304015128,0.16402516052222793,0.0011204542301227957,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,407.53929639734827,1.264911064067352,90,0.06930534220805834,0.06007452750203822,0.07950082839717058,0.0012072142762100393,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,407.53929639734827,1.264911064067352,90,0.10773858817274017,0.08998429795570637,0.127443646428825,0.0007428793931749188,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,407.53929639734827,1.264911064067352,90,0.2956049224234763,0.24656764225322983,0.3433076189143956,0.016884400010382588,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,,2.413670534618067,396,0.13262291870428958,0.12151875591434566,0.1455323954178573,0.0024881404432930353,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,,2.413670534618067,396,0.062352710221763114,0.058816502131840705,0.06570877684708486,0.0009569251065548768,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,,2.413670534618067,396,0.10362600792668741,0.09663582764710982,0.1109965746738124,0.0017325221166166352,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,,2.413670534618067,396,0.3547147644669894,0.3290842201241348,0.37994730083847766,0.0233777844355133,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,75.0,2.413670534618067,125,0.12729952731888847,0.10890663404577518,0.14617107512950306,0.0031057933143726463,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,75.0,2.413670534618067,125,0.06077216326566933,0.05492375003766628,0.06739594731939803,0.0012935987778619623,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,75.0,2.413670534618067,125,0.09974574046945965,0.08760438226721103,0.11263815403843466,0.0020517589194068864,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,75.0,2.413670534618067,125,0.3967460638391068,0.34111215484897545,0.44858109861084966,0.029349662946928985,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,174.82976642952164,2.413670534618067,133,0.12939679518638186,0.10844004697091125,0.15135771084796085,0.0023192642816393673,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,174.82976642952164,2.413670534618067,133,0.06643004114002028,0.0605172961780102,0.07337301922742286,0.0008899226331654195,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,174.82976642952164,2.413670534618067,133,0.10285057357732927,0.09027469874482948,0.11784563492345762,0.0015531148757490243,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,174.82976642952164,2.413670534618067,133,0.34718166491993147,0.2977083811538607,0.3951046307267738,0.025534653507228777,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,407.53929639734827,2.413670534618067,138,0.14020286271975382,0.1208432192492631,0.15833922236424444,0.0030755968782931135,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,407.53929639734827,2.413670534618067,138,0.05964954230135307,0.05383169219181059,0.06523609033274952,0.0011698595504455532,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,407.53929639734827,2.413670534618067,138,0.10773790097169855,0.09497911104772858,0.12031704431900028,0.002223665121287764,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,407.53929639734827,2.413670534618067,138,0.3239030964832505,0.2865391846596858,0.36094200166060414,0.018674827705009854,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,,4.605703606505304,402,0.11906240838626196,0.10816833856894074,0.1320131811505106,0.0018239612802109766,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,,4.605703606505304,402,0.06503377245278773,0.061223032787965995,0.06874885822150438,0.000625054785225631,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,,4.605703606505304,402,0.09593030973101774,0.08826575153481866,0.10352140597715179,0.001214451925629587,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,,4.605703606505304,402,0.34100774349895074,0.3168254425801706,0.3634933780272769,0.023085265367765614,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,75.0,4.605703606505304,110,0.12004265818124091,0.09922092544624579,0.14002521365030585,0.00261321150708046,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,75.0,4.605703606505304,110,0.060905531793853836,0.053531107895981485,0.0689973320836715,0.0009911379815357572,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,75.0,4.605703606505304,110,0.09518330627350152,0.08193351647868234,0.10843287256237584,0.0017581781078701338,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,75.0,4.605703606505304,110,0.344381036464972,0.2963172688853915,0.39134231859152996,0.023763169658769706,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,174.82976642952164,4.605703606505304,157,0.12652096309853036,0.10460045102789867,0.15267287795988652,0.0016232654458828526,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,174.82976642952164,4.605703606505304,157,0.07002707670247255,0.06338740631559077,0.07710050862677315,0.0011576396722525345,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,174.82976642952164,4.605703606505304,157,0.10225298424709582,0.08939746254518649,0.11767938528562842,0.0010038489338066836,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,174.82976642952164,4.605703606505304,157,0.34578072574466884,0.3043772783359753,0.38843430695189096,0.028556761813667432,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,407.53929639734827,4.605703606505304,135,0.1088792120447876,0.09653733885298667,0.12208251180180149,0.002609476034379968,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,407.53929639734827,4.605703606505304,135,0.06219901913782895,0.05626252445239646,0.06785449205592392,0.0006296736126975451,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,407.53929639734827,4.605703606505304,135,0.08866623031685128,0.08112438655392164,0.09632308634863435,0.001628816293317915,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,407.53929639734827,4.605703606505304,135,0.33270833284087625,0.29099052027259814,0.37904288167730943,0.01799475214173367,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,,8.78848434644895,208,0.13912003104798315,0.12402028210727671,0.15482134238995407,0.00239750360947643,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,,8.78848434644895,208,0.060443780672194615,0.055935258395299385,0.06547880231767789,0.0009824094300507136,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,,8.78848434644895,208,0.10725631370865811,0.09703789815795787,0.11792732493394377,0.0017230604154326859,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,,8.78848434644895,208,0.34089514997430254,0.31030235919755556,0.37045938759279823,0.018022589100491614,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,174.82976642952164,8.78848434644895,60,0.15637277953494103,0.12619142551213292,0.18441647488661628,0.0017262052221298635,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,174.82976642952164,8.78848434644895,60,0.057617485050471796,0.04698475450784879,0.06901948356255388,0.0016100637513580813,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,174.82976642952164,8.78848434644895,60,0.11783934139968837,0.09939050501042683,0.13562582640901147,0.0011649119525827866,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,174.82976642952164,8.78848434644895,60,0.3488839613321956,0.2884010954509339,0.41107920925969077,0.016904932979609526,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,407.53929639734827,8.78848434644895,147,0.13176441059825159,0.11230132266092695,0.15219617312304676,0.0030085208165164952,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,407.53929639734827,8.78848434644895,147,0.06174505374572725,0.05670032848901985,0.06686911613623754,0.0009246660488810841,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,407.53929639734827,8.78848434644895,147,0.10289390546180903,0.0906143563673334,0.11567869126988536,0.0021063629609240344,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,407.53929639734827,8.78848434644895,147,0.3397470937278626,0.29830794949272116,0.3804868412849273,0.019265828469701193,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,,16.769958231503338,15,0.08634530104317129,0.0649159768443201,0.10780696906305494,0.00638161804477607,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,,16.769958231503338,15,0.055125378212512184,0.04492314128448145,0.06370157193208378,0.002302977483813289,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,,16.769958231503338,15,0.07243727747268111,0.060150496236366896,0.08630710530923949,0.0035574164899153504,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,,16.769958231503338,15,0.3535926113954135,0.23476249613407252,0.4777495218900006,0.02775594852735542,,10
params,matern2,alpha_diameter,h0,R,rmse_log,matern2,407.53929639734827,16.769958231503338,15,0.08634530104317129,0.06615644007422697,0.10809418966668781,0.00638161804477607,,10
params,matern2,alpha_diameter,h0,lam_p,rmse_log,matern2,407.53929639734827,16.769958231503338,15,0.055125378212512184,0.04695093338738015,0.06389082229131117,0.002302977483813289,,10
params,matern2,alpha_diameter,h0,all,rmse_log,matern2,407.53929639734827,16.769958231503338,15,0.07243727747268111,0.059280422776928784,0.08804150928642118,0.0035574164899153504,,10
params,matern2,alpha_diameter,h0,all,dtilde,matern2,407.53929639734827,16.769958231503338,15,0.3535926113954135,0.2448026674109157,0.4741258268339398,0.02775594852735542,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,,,2000,0.1367422895490176,0.1312720128497887,0.14209673164241898,0.0031732651216647236,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,,,2000,0.06476166098110932,0.0632204640363315,0.06626543344094891,0.0013686828888177529,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,,,2000,0.10698721064720657,0.10369723228902966,0.11001703513044885,0.0020902559709508827,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,,,2000,0.3687340194515557,0.3563311271236854,0.3805324013147897,0.027122345462241012,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,75.0,,687,0.1388807799473923,0.130212805768106,0.1483121524454635,0.003891611485443951,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,75.0,,687,0.06318513410485749,0.06063801195442576,0.0659765904216473,0.0013338126850079247,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,75.0,,687,0.10788936975125223,0.1024944481410227,0.11347834177330998,0.0025410293051677567,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,75.0,,687,0.3771681736449229,0.3559038508691598,0.3985125613290952,0.028040580520741702,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,174.82976642952164,,664,0.137024487006886,0.12725551373179872,0.1469306425546101,0.0028351288222037358,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,174.82976642952164,,664,0.06656500901240187,0.06357132760883413,0.06934810476251782,0.00154661339590404,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,174.82976642952164,,664,0.10771863920492453,0.10142691622463346,0.11392163894606418,0.0019103092801158513,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,174.82976642952164,,664,0.3787291096508695,0.3567179980929477,0.40080079048642,0.029741324373375806,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,407.53929639734827,,649,0.13414724467819475,0.1251402281491764,0.14324352362391354,0.0029111186568319593,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,407.53929639734827,,649,0.06453908478753376,0.06182766761993446,0.06755614865566473,0.001318464720682129,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,407.53929639734827,,649,0.10526342365694724,0.09988837259718887,0.11072540700756703,0.0019232570913706437,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,407.53929639734827,,649,0.3495799303557352,0.3284113439918127,0.36908808940568666,0.024316496048840997,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,,0.05,19,0.14826710647666538,0.10710482490983282,0.1850933754228339,0.005949598408438537,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,,0.05,19,0.06537948909637288,0.04668592845476693,0.08469588497404733,0.0016596853940607718,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,,0.05,19,0.11458100291380235,0.08794322424240912,0.14155204454953113,0.0038441598548615806,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,,0.05,19,0.3712898416518325,0.26094325463118245,0.4936446729149604,0.02167264260118569,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,75.0,0.05,10,0.1491039020651754,0.09025613010616648,0.2092092133406317,0.006753292589217686,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,75.0,0.05,10,0.07014955257180286,0.04270917441955374,0.09936081322455229,0.0023564517866351787,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,75.0,0.05,10,0.116518095884471,0.07796604714324382,0.15848414987981754,0.0044368191267184194,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,75.0,0.05,10,0.39984876533875297,0.23195263894498055,0.5705235487953365,0.03381627326577213,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,,0.09540870513286719,38,0.1442784237800662,0.103449768047697,0.19361163531127015,0.0035772019353654027,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,,0.09540870513286719,38,0.06947659157695135,0.0587627779335871,0.07963326787208364,0.0026528768927099053,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,,0.09540870513286719,38,0.11323263740108433,0.08702346382329167,0.1441159229814951,0.0018686861322457853,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,,0.09540870513286719,38,0.4216427798302899,0.33415240386468625,0.5150050840076911,0.02772828913345745,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,75.0,0.09540870513286719,18,0.10434336137555945,0.06422095815955196,0.1359155888563023,0.003340673562249352,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,75.0,0.09540870513286719,18,0.08294069965229407,0.06796842324410174,0.09684534489859765,0.004049130694665353,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,75.0,0.09540870513286719,18,0.09425151649167944,0.07168645672947821,0.11556272407156795,0.0022351651723691193,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,75.0,0.09540870513286719,18,0.39719083656155524,0.26672912659317743,0.5383264887222744,0.022437555087945798,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,174.82976642952164,0.09540870513286719,18,0.18040588111149103,0.11466762015838197,0.2500704817501081,0.0053667045539034,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,174.82976642952164,0.09540870513286719,18,0.054259140895823385,0.038822985240220084,0.06746694618379215,0.0029541177014401265,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,174.82976642952164,0.09540870513286719,18,0.13321099112003904,0.08966953265042131,0.17872168716539866,0.0032958961995005324,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,174.82976642952164,0.09540870513286719,18,0.43412982060178673,0.2893768154956115,0.5887303705277215,0.04440072514551176,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,,0.18205642030260805,68,0.13937777588256536,0.11613206063871778,0.16355661611467254,0.003602497999713538,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,,0.18205642030260805,68,0.06339399124868302,0.05686364418710307,0.07048749061347295,0.001129672700477509,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,,0.18205642030260805,68,0.10827040809105856,0.09304482801277777,0.12222203591232048,0.00240105557272584,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,,0.18205642030260805,68,0.35614256259824395,0.29336776349963717,0.4275491727964016,0.025859736959208866,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,75.0,0.18205642030260805,33,0.1487090855645368,0.109182969897531,0.1837732919365628,0.005625249161358801,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,75.0,0.18205642030260805,33,0.05864667341000242,0.04951695450199647,0.06799390833258556,0.002155113141856369,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,75.0,0.18205642030260805,33,0.11303500438249253,0.08780559459243477,0.1394991023146815,0.0038718559955107346,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,75.0,0.18205642030260805,33,0.38553824353306715,0.28911581171304407,0.4880330056465109,0.04034786042284701,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,174.82976642952164,0.18205642030260805,23,0.12795880630489323,0.09153512035080269,0.16193965982352984,0.0038618612119159274,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,174.82976642952164,0.18205642030260805,23,0.07055099439344242,0.057141232008761755,0.08332370900552481,0.003023123640245336,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,174.82976642952164,0.18205642030260805,23,0.10332206666747602,0.08270282335832557,0.12410365991176066,0.002315334019426983,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,174.82976642952164,0.18205642030260805,23,0.3444755746164404,0.2321110253899241,0.4602899212944102,0.023475882724332556,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,407.53929639734827,0.18205642030260805,12,0.13373317621732042,0.08542704249990304,0.17699171774339245,0.00977445522839265,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,407.53929639734827,0.18205642030260805,12,0.06143819523312719,0.048171789038172506,0.07403485069804275,0.005096352378434962,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,407.53929639734827,0.18205642030260805,12,0.10406539831922215,0.07386537855394668,0.1312485038796628,0.005855828950222371,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,407.53929639734827,0.18205642030260805,12,0.2976661669926037,0.18088548431977178,0.4180511103214726,0.026305979554806732,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,,0.34739534644393744,123,0.11914755835635187,0.10165187592838865,0.13649256699428441,0.004961426319195404,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,,0.34739534644393744,123,0.06170029861062539,0.05581051219994424,0.06732431593374555,0.0008499227857668904,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,,0.34739534644393744,123,0.09487641306173157,0.08465600314755163,0.10545474626825489,0.0031164334430841376,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,,0.34739534644393744,123,0.3722648322027797,0.3254959571151534,0.42262480572308375,0.03159528548172636,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,75.0,0.34739534644393744,46,0.11376675791229897,0.09384373250415935,0.13247695375470675,0.009080376907665819,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,75.0,0.34739534644393744,46,0.06086143691025185,0.05072545836280609,0.07089598907785792,0.0026913165399975974,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,75.0,0.34739534644393744,46,0.09123318943415332,0.07966339887505197,0.10466788607310473,0.0053975077149627905,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,75.0,0.34739534644393744,46,0.370232133844937,0.2909620014995808,0.4568621281270643,0.0230998569808671,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,174.82976642952164,0.34739534644393744,44,0.11726357405914271,0.08195315941339508,0.1474881531186872,0.00506330123385732,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,174.82976642952164,0.34739534644393744,44,0.0604198439409591,0.052043574290009026,0.06899495329058684,0.0013430463436527006,,10
params,matern2,alpha_diameter,h01,all,rmse_log,matern2,174.82976642952164,0.34739534644393744,44,0.09327728379132269,0.0721533675481492,0.1143676822361164,0.003205980415839001,,10
params,matern2,alpha_diameter,h01,all,dtilde,matern2,174.82976642952164,0.34739534644393744,44,0.40215731019894574,0.31996963437032544,0.48658963443288555,0.048038280732908716,,10
params,matern2,alpha_diameter,h01,R,rmse_log,matern2,407.53929639734827,0.34739534644393744,33,0.1285961763346838,0.09279605957567844,0.16879514271054633,0.0036714326561668622,,10
params,matern2,alpha_diameter,h01,lam_p,rmse_log,matern2,407.53929639734827,0.34739534644393744,33,0.0644882426243078,0.054952620703096124,0.0735629625063996,0.0019187558709422522,,10
