case_id,dv,set,family,index,cell_id,level_id,rep,spawn_key,r_seed,split,shard,nbar,mu,s,mu1,mu2,s2,rho,tau,gamma,sigma2,sp,kappa,sigma,sigma1,lam_p,R,beta,mu_log,s_abs,grid_M,delta_tilde,tau_K,tau_K2,prior_tries
dv3-train-poisson-003191,3,train,poisson,3191,,,,3:0:0:3191,,train,6,685.823568302766,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003192,3,train,poisson,3192,,,,3:0:0:3192,,train,6,294.1584924062869,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003193,3,train,poisson,3193,,,,3:0:0:3193,,train,6,755.4616517652026,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003194,3,train,poisson,3194,,,,3:0:0:3194,,train,6,121.56840817827319,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003195,3,train,poisson,3195,,,,3:0:0:3195,,train,6,681.9602775099108,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003196,3,train,poisson,3196,,,,3:0:0:3196,,train,6,252.29948764560342,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003197,3,train,poisson,3197,,,,3:0:0:3197,,train,6,131.80645073840748,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003198,3,train,poisson,3198,,,,3:0:0:3198,,train,6,278.89940326174036,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003199,3,train,poisson,3199,,,,3:0:0:3199,,train,6,170.3324472930834,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003200,3,train,poisson,3200,,,,3:0:0:3200,,train,6,635.1283404913684,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003201,3,train,poisson,3201,,,,3:0:0:3201,,train,6,489.963466852454,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003202,3,train,poisson,3202,,,,3:0:0:3202,,train,6,304.3285191171292,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003203,3,train,poisson,3203,,,,3:0:0:3203,,train,6,417.1993306721639,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003204,3,train,poisson,3204,,,,3:0:0:3204,,train,6,147.7260407399281,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003205,3,train,poisson,3205,,,,3:0:0:3205,,train,6,134.19337264381727,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003206,3,train,poisson,3206,,,,3:0:0:3206,,train,6,126.96384957009063,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003207,3,train,poisson,3207,,,,3:0:0:3207,,train,6,164.14249983037053,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003208,3,train,poisson,3208,,,,3:0:0:3208,,train,6,271.3940413333957,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003209,3,train,poisson,3209,,,,3:0:0:3209,,train,6,119.93049943869369,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003210,3,train,poisson,3210,,,,3:0:0:3210,,train,6,316.4267049328269,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003211,3,train,poisson,3211,,,,3:0:0:3211,,train,6,139.12521516685325,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003212,3,train,poisson,3212,,,,3:0:0:3212,,train,6,635.6021832554925,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003213,3,train,poisson,3213,,,,3:0:0:3213,,train,6,130.62804122568753,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003214,3,train,poisson,3214,,,,3:0:0:3214,,train,6,330.7867946339349,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003215,3,train,poisson,3215,,,,3:0:0:3215,,train,6,495.92091338279573,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003216,3,train,poisson,3216,,,,3:0:0:3216,,train,6,121.716092027115,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003217,3,train,poisson,3217,,,,3:0:0:3217,,train,6,309.03556234913395,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003218,3,train,poisson,3218,,,,3:0:0:3218,,train,6,436.83928356713534,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003219,3,train,poisson,3219,,,,3:0:0:3219,,train,6,688.0514137658437,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003220,3,train,poisson,3220,,,,3:0:0:3220,,train,6,437.5620957593736,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003221,3,train,poisson,3221,,,,3:0:0:3221,,train,6,104.0479650454554,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003222,3,train,poisson,3222,,,,3:0:0:3222,,train,6,189.20236551427212,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003223,3,train,poisson,3223,,,,3:0:0:3223,,train,6,350.32600230948094,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003224,3,train,poisson,3224,,,,3:0:0:3224,,train,6,130.52798641221696,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003225,3,train,poisson,3225,,,,3:0:0:3225,,train,6,517.3976067267641,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003226,3,train,poisson,3226,,,,3:0:0:3226,,train,6,694.2244603111228,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003227,3,train,poisson,3227,,,,3:0:0:3227,,train,6,117.7662532832666,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003228,3,train,poisson,3228,,,,3:0:0:3228,,train,6,554.279141993107,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003229,3,train,poisson,3229,,,,3:0:0:3229,,train,6,173.35646050720916,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003230,3,train,poisson,3230,,,,3:0:0:3230,,train,6,752.9203275437557,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003231,3,train,poisson,3231,,,,3:0:0:3231,,train,6,291.1266409401377,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003232,3,train,poisson,3232,,,,3:0:0:3232,,train,6,156.21548783367473,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003233,3,train,poisson,3233,,,,3:0:0:3233,,train,6,249.67173981266018,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003234,3,train,poisson,3234,,,,3:0:0:3234,,train,6,236.08629399155473,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003235,3,train,poisson,3235,,,,3:0:0:3235,,train,6,116.19734544617108,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003236,3,train,poisson,3236,,,,3:0:0:3236,,train,6,241.54277294109625,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003237,3,train,poisson,3237,,,,3:0:0:3237,,train,6,228.4626753359797,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003238,3,train,poisson,3238,,,,3:0:0:3238,,train,6,137.36743219442548,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003239,3,train,poisson,3239,,,,3:0:0:3239,,train,6,112.45168069310026,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003240,3,train,poisson,3240,,,,3:0:0:3240,,train,6,173.6698034453142,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003241,3,train,poisson,3241,,,,3:0:0:3241,,train,6,198.24901039018508,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003242,3,train,poisson,3242,,,,3:0:0:3242,,train,6,119.39647865030685,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003243,3,train,poisson,3243,,,,3:0:0:3243,,train,6,112.28380428564202,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003244,3,train,poisson,3244,,,,3:0:0:3244,,train,6,118.69494417257567,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003245,3,train,poisson,3245,,,,3:0:0:3245,,train,6,301.0901259717866,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003246,3,train,poisson,3246,,,,3:0:0:3246,,train,6,141.91717270187831,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003247,3,train,poisson,3247,,,,3:0:0:3247,,train,6,659.3274620664282,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003248,3,train,poisson,3248,,,,3:0:0:3248,,train,6,185.33715640306886,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003249,3,train,poisson,3249,,,,3:0:0:3249,,train,6,685.2158912735164,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003250,3,train,poisson,3250,,,,3:0:0:3250,,train,6,392.24969249422924,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003251,3,train,poisson,3251,,,,3:0:0:3251,,train,6,112.04171324589211,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003252,3,train,poisson,3252,,,,3:0:0:3252,,train,6,233.5427625032807,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003253,3,train,poisson,3253,,,,3:0:0:3253,,train,6,227.09687957008384,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003254,3,train,poisson,3254,,,,3:0:0:3254,,train,6,186.31824307665582,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003255,3,train,poisson,3255,,,,3:0:0:3255,,train,6,566.9940745908823,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003256,3,train,poisson,3256,,,,3:0:0:3256,,train,6,123.05137911072268,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003257,3,train,poisson,3257,,,,3:0:0:3257,,train,6,291.8981251989437,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003258,3,train,poisson,3258,,,,3:0:0:3258,,train,6,367.45142533518765,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003259,3,train,poisson,3259,,,,3:0:0:3259,,train,6,480.99527323225544,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003260,3,train,poisson,3260,,,,3:0:0:3260,,train,6,109.75199734168082,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003261,3,train,poisson,3261,,,,3:0:0:3261,,train,6,273.5943821528581,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003262,3,train,poisson,3262,,,,3:0:0:3262,,train,6,371.16179833152796,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003263,3,train,poisson,3263,,,,3:0:0:3263,,train,6,107.04742019762514,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003264,3,train,poisson,3264,,,,3:0:0:3264,,train,6,349.57621713602,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003265,3,train,poisson,3265,,,,3:0:0:3265,,train,6,697.2500463449655,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003266,3,train,poisson,3266,,,,3:0:0:3266,,train,6,153.2538184761122,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003267,3,train,poisson,3267,,,,3:0:0:3267,,train,6,697.9918398637634,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003268,3,train,poisson,3268,,,,3:0:0:3268,,train,6,378.03935651964935,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003269,3,train,poisson,3269,,,,3:0:0:3269,,train,6,474.59205901946547,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003270,3,train,poisson,3270,,,,3:0:0:3270,,train,6,769.5024007634642,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003271,3,train,poisson,3271,,,,3:0:0:3271,,train,6,107.99996424683853,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003272,3,train,poisson,3272,,,,3:0:0:3272,,train,6,142.3432169273083,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003273,3,train,poisson,3273,,,,3:0:0:3273,,train,6,103.07201529305938,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003274,3,train,poisson,3274,,,,3:0:0:3274,,train,6,519.5830837213709,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003275,3,train,poisson,3275,,,,3:0:0:3275,,train,6,176.60579550480838,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003276,3,train,poisson,3276,,,,3:0:0:3276,,train,6,214.67552901748257,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003277,3,train,poisson,3277,,,,3:0:0:3277,,train,6,681.6709526457373,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003278,3,train,poisson,3278,,,,3:0:0:3278,,train,6,433.50294920498584,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003279,3,train,poisson,3279,,,,3:0:0:3279,,train,6,383.95421913920075,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003280,3,train,poisson,3280,,,,3:0:0:3280,,train,6,423.509121742882,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003281,3,train,poisson,3281,,,,3:0:0:3281,,train,6,165.2762715663416,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003282,3,train,poisson,3282,,,,3:0:0:3282,,train,6,500.030776007594,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003283,3,train,poisson,3283,,,,3:0:0:3283,,train,6,572.3225120649772,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003284,3,train,poisson,3284,,,,3:0:0:3284,,train,6,300.70352873138177,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003285,3,train,poisson,3285,,,,3:0:0:3285,,train,6,113.77208191316919,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003286,3,train,poisson,3286,,,,3:0:0:3286,,train,6,127.93299902512875,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003287,3,train,poisson,3287,,,,3:0:0:3287,,train,6,190.69013585365468,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003288,3,train,poisson,3288,,,,3:0:0:3288,,train,6,216.5582423347136,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003289,3,train,poisson,3289,,,,3:0:0:3289,,train,6,402.1299265322054,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003290,3,train,poisson,3290,,,,3:0:0:3290,,train,6,718.653288551036,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003291,3,train,poisson,3291,,,,3:0:0:3291,,train,6,114.37213364829289,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003292,3,train,poisson,3292,,,,3:0:0:3292,,train,6,495.63174060685833,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003293,3,train,poisson,3293,,,,3:0:0:3293,,train,6,138.7753967795053,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003294,3,train,poisson,3294,,,,3:0:0:3294,,train,6,117.40158668654297,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003295,3,train,poisson,3295,,,,3:0:0:3295,,train,6,522.4159722900067,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003296,3,train,poisson,3296,,,,3:0:0:3296,,train,6,241.9149490188334,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003297,3,train,poisson,3297,,,,3:0:0:3297,,train,6,257.68344885446896,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003298,3,train,poisson,3298,,,,3:0:0:3298,,train,6,654.9892903910142,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003299,3,train,poisson,3299,,,,3:0:0:3299,,train,6,517.9254638633048,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003300,3,train,poisson,3300,,,,3:0:0:3300,,train,6,673.6948977023383,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003301,3,train,poisson,3301,,,,3:0:0:3301,,train,6,411.5826394050187,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003302,3,train,poisson,3302,,,,3:0:0:3302,,train,6,309.5857521830751,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003303,3,train,poisson,3303,,,,3:0:0:3303,,train,6,202.0161179214758,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003304,3,train,poisson,3304,,,,3:0:0:3304,,train,6,661.2645430259686,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003305,3,train,poisson,3305,,,,3:0:0:3305,,train,6,720.3372418304051,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003306,3,train,poisson,3306,,,,3:0:0:3306,,train,6,270.1025831703085,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003307,3,train,poisson,3307,,,,3:0:0:3307,,train,6,540.1857051195125,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003308,3,train,poisson,3308,,,,3:0:0:3308,,train,6,272.2230323979961,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003309,3,train,poisson,3309,,,,3:0:0:3309,,train,6,735.2369517862053,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003310,3,train,poisson,3310,,,,3:0:0:3310,,train,6,111.52751100947238,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003311,3,train,poisson,3311,,,,3:0:0:3311,,train,6,155.46944824890616,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003312,3,train,poisson,3312,,,,3:0:0:3312,,train,6,348.45483230502225,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003313,3,train,poisson,3313,,,,3:0:0:3313,,train,6,663.9884231718262,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003314,3,train,poisson,3314,,,,3:0:0:3314,,train,6,112.87060118864514,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003315,3,train,poisson,3315,,,,3:0:0:3315,,train,6,407.739624213575,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003316,3,train,poisson,3316,,,,3:0:0:3316,,train,6,249.07823669252784,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003317,3,train,poisson,3317,,,,3:0:0:3317,,train,6,458.86605046386313,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003318,3,train,poisson,3318,,,,3:0:0:3318,,train,6,271.5084253269667,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003319,3,train,poisson,3319,,,,3:0:0:3319,,train,6,299.6029301147655,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003320,3,train,poisson,3320,,,,3:0:0:3320,,train,6,571.951638096075,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003321,3,train,poisson,3321,,,,3:0:0:3321,,train,6,457.83312756463835,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003322,3,train,poisson,3322,,,,3:0:0:3322,,train,6,351.562419711735,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003323,3,train,poisson,3323,,,,3:0:0:3323,,train,6,191.9674309405393,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003324,3,train,poisson,3324,,,,3:0:0:3324,,train,6,164.3533710523743,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003325,3,train,poisson,3325,,,,3:0:0:3325,,train,6,592.0964268021648,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003326,3,train,poisson,3326,,,,3:0:0:3326,,train,6,119.8567009039564,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003327,3,train,poisson,3327,,,,3:0:0:3327,,train,6,437.99509347289626,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003328,3,train,poisson,3328,,,,3:0:0:3328,,train,6,758.8235366902849,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003329,3,train,poisson,3329,,,,3:0:0:3329,,train,6,131.09856329708217,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003330,3,train,poisson,3330,,,,3:0:0:3330,,train,6,379.9096969128378,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003331,3,train,poisson,3331,,,,3:0:0:3331,,train,6,251.18629986573896,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003332,3,train,poisson,3332,,,,3:0:0:3332,,train,6,342.0972060998551,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003333,3,train,poisson,3333,,,,3:0:0:3333,,train,6,122.11570923649279,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003334,3,train,poisson,3334,,,,3:0:0:3334,,train,6,113.83952269088122,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003335,3,train,poisson,3335,,,,3:0:0:3335,,train,6,329.6521632898545,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003336,3,train,poisson,3336,,,,3:0:0:3336,,train,6,295.44969116538203,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003337,3,train,poisson,3337,,,,3:0:0:3337,,train,6,751.8817297732683,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003338,3,train,poisson,3338,,,,3:0:0:3338,,train,6,123.36366914106343,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003339,3,train,poisson,3339,,,,3:0:0:3339,,train,6,539.3338553727324,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003340,3,train,poisson,3340,,,,3:0:0:3340,,train,6,175.4781614234488,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003341,3,train,poisson,3341,,,,3:0:0:3341,,train,6,305.83164073164664,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003342,3,train,poisson,3342,,,,3:0:0:3342,,train,6,249.22286838426518,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003343,3,train,poisson,3343,,,,3:0:0:3343,,train,6,160.85459805547836,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003344,3,train,poisson,3344,,,,3:0:0:3344,,train,6,526.2249512082306,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003345,3,train,poisson,3345,,,,3:0:0:3345,,train,6,149.6488350817589,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003346,3,train,poisson,3346,,,,3:0:0:3346,,train,6,227.9069416653798,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003347,3,train,poisson,3347,,,,3:0:0:3347,,train,6,120.06899238933914,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003348,3,train,poisson,3348,,,,3:0:0:3348,,train,6,756.7555777506802,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003349,3,train,poisson,3349,,,,3:0:0:3349,,train,6,289.387091989615,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003350,3,train,poisson,3350,,,,3:0:0:3350,,train,6,517.4031530705158,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003351,3,train,poisson,3351,,,,3:0:0:3351,,train,6,315.51908823239336,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003352,3,train,poisson,3352,,,,3:0:0:3352,,train,6,195.839723027816,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003353,3,train,poisson,3353,,,,3:0:0:3353,,train,6,736.6259394948349,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003354,3,train,poisson,3354,,,,3:0:0:3354,,train,6,224.94925036097467,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003355,3,train,poisson,3355,,,,3:0:0:3355,,train,6,252.63444738015383,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003356,3,train,poisson,3356,,,,3:0:0:3356,,train,6,173.0513592191919,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003357,3,train,poisson,3357,,,,3:0:0:3357,,train,6,110.28889432169333,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003358,3,train,poisson,3358,,,,3:0:0:3358,,train,6,124.5047885030161,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003359,3,train,poisson,3359,,,,3:0:0:3359,,train,6,447.82673328478876,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003360,3,train,poisson,3360,,,,3:0:0:3360,,train,6,118.29763441281496,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003361,3,train,poisson,3361,,,,3:0:0:3361,,train,6,154.07941704447825,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003362,3,train,poisson,3362,,,,3:0:0:3362,,train,6,372.7435423195391,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003363,3,train,poisson,3363,,,,3:0:0:3363,,train,6,459.3533620425106,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003364,3,train,poisson,3364,,,,3:0:0:3364,,train,6,121.5089783081477,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003365,3,train,poisson,3365,,,,3:0:0:3365,,train,6,280.4965685163602,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003366,3,train,poisson,3366,,,,3:0:0:3366,,train,6,206.28207673164917,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003367,3,train,poisson,3367,,,,3:0:0:3367,,train,6,114.31694666666283,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003368,3,train,poisson,3368,,,,3:0:0:3368,,train,6,571.2518285507571,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003369,3,train,poisson,3369,,,,3:0:0:3369,,train,6,411.3535099757685,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003370,3,train,poisson,3370,,,,3:0:0:3370,,train,6,111.94904759321773,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003371,3,train,poisson,3371,,,,3:0:0:3371,,train,6,113.12499478468474,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-003372,3,train,poisson,3372,,,,3:0:0:3372,,train,6,521.6239198103415,,,,,,,,,,,,,,,,,,,,0.0,,,1
